0.793474	 0.459149	 0.000000	 0.000000	 0.000000
0.059377	 0.908959	 0.113998	 0.700000	 0.600000
0.879392	 0.914768	 0.234478	 0.800000	 0.600000
0.886508	 0.720967	 0.302732	 0.800000	 0.700000
0.587347	 0.758780	 0.400768	 0.900000	 0.800000
0.934661	 0.312832	 0.517928	 1.000000	 0.800000
0.392779	 0.626979	 0.664403	 1.300000	 0.800000
0.717716	 0.864509	 0.725954	 1.500000	 1.000000
0.490743	 0.070762	 0.808966	 1.900000	 0.900000
0.340298	 0.021883	 0.928058	 2.000000	 1.000000
0.247753	 0.484266	 1.033201	 2.200000	 0.900000
0.069892	 0.545521	 1.112516	 2.200000	 1.000000
0.954439	 0.386254	 1.230672	 2.000000	 0.800000
0.725433	 0.905183	 1.308202	 2.300000	 0.700000
0.201002	 0.972948	 1.418975	 2.700000	 0.600000
0.299193	 0.611860	 1.502788	 2.800000	 0.300000
0.439575	 0.073762	 1.607629	 2.600000	 0.400000
0.278569	 0.446436	 1.715674	 2.900000	 0.400000
0.571807	 0.779147	 1.802790	 3.400000	 0.400000
0.205057	 0.212511	 1.916164	 3.000000	 0.400000
0.446197	 0.158502	 2.043250	 3.700000	 0.300000
0.866939	 0.658757	 2.105524	 3.800000	 0.300000
0.437801	 0.211982	 2.204406	 3.800000	 0.200000
0.515599	 0.297554	 2.300920	 4.300000	 0.200000
0.747719	 0.387568	 2.402997	 4.300000	 0.200000
0.533714	 0.051106	 2.502907	 4.100000	 0.200000
0.668431	 0.984232	 2.614270	 4.100000	 0.200000
0.488681	 0.090966	 2.707027	 3.900000	 0.000000
0.694628	 0.220154	 2.804588	 3.800000	 0.000000
0.574605	 0.625448	 2.901433	 4.100000	 0.000000
0.217985	 0.524495	 3.001461	 4.300000	 0.000000
0.358618	 0.545086	 3.123560	 4.600000	 0.000000
0.191296	 0.688976	 3.203260	 4.500000	 0.000000
0.300673	 0.069127	 3.326139	 4.300000	 0.000000
0.913434	 0.260197	 3.407781	 4.500000	 0.000000
0.799224	 0.917807	 3.519811	 4.500000	 0.000000
0.581917	 0.560799	 3.616767	 4.500000	 0.000000
0.183514	 0.970494	 3.705242	 4.400000	 0.000000
0.520897	 0.222279	 3.806938	 3.900000	 0.000000
0.118955	 0.070434	 3.910983	 3.900000	 0.000000
0.805255	 0.242548	 4.008662	 3.800000	 0.000000
0.835561	 0.869087	 4.118957	 4.300000	 0.000000
0.175693	 0.970052	 4.200657	 4.400000	 0.000000
0.412011	 0.689282	 4.312855	 4.000000	 0.000000
0.652464	 0.637236	 4.400948	 3.800000	 0.000000
0.872406	 0.421661	 4.501820	 4.000000	 0.000000
0.134588	 0.707080	 4.600240	 4.200000	 0.000000
0.431261	 0.881889	 4.704836	 4.400000	 0.000000
0.394176	 0.366603	 4.802667	 4.600000	 0.000000
0.695706	 0.810901	 4.903004	 4.600000	 0.000000
0.688977	 0.221889	 5.008179	 4.500000	 0.000000
0.743423	 0.344999	 5.102575	 4.700000	 0.000000
0.668057	 0.500357	 5.200292	 4.500000	 0.000000
0.097812	 0.021225	 5.302611	 4.900000	 0.000000
0.656669	 0.345528	 5.402672	 5.000000	 0.000000
0.467959	 0.250706	 5.503680	 5.100000	 0.000000
0.032446	 0.336708	 5.602090	 5.500000	 0.000000
0.801018	 0.626299	 5.711846	 5.700000	 0.000000
0.583276	 0.284933	 5.812586	 5.600000	 0.000000
0.022459	 0.693913	 5.935982	 6.000000	 0.000000
0.616188	 0.718048	 6.009488	 6.000000	 0.000000
0.794523	 0.592233	 6.109131	 5.500000	 0.000000
0.326992	 0.896178	 6.210309	 5.100000	 0.000000
0.498729	 0.476539	 6.313967	 4.800000	 0.000000
0.619953	 0.071288	 6.405597	 5.100000	 0.000000
0.582730	 0.860701	 6.540071	 5.500000	 0.000000
0.268279	 0.999923	 6.604301	 5.600000	 0.000000
0.714198	 0.828176	 6.700982	 5.100000	 0.000000
0.204451	 0.697021	 6.806621	 5.000000	 0.000000
0.128093	 0.224162	 6.906587	 4.800000	 0.000000
0.395547	 0.649984	 7.005840	 4.800000	 0.000000
0.883720	 0.339443	 7.111508	 4.900000	 0.000000
0.298212	 0.871506	 7.202243	 5.300000	 0.000000
0.964133	 0.165413	 7.327863	 5.100000	 0.000000
0.542292	 0.925600	 7.409348	 5.500000	 0.000000
0.999355	 0.252414	 7.500558	 5.200000	 0.000000
0.133670	 0.255419	 7.602050	 5.500000	 0.000000
0.363961	 0.090673	 7.702440	 5.400000	 0.000000
0.633461	 0.818471	 7.808587	 5.900000	 0.000000
0.358350	 0.172936	 7.920364	 5.800000	 0.000000
0.108500	 0.571185	 8.017443	 6.300000	 0.000000
0.507125	 0.106499	 8.104195	 5.800000	 0.000000
0.335888	 0.389971	 8.208621	 6.100000	 0.000000
0.293324	 0.445475	 8.311634	 6.000000	 0.000000
0.864990	 0.556583	 8.401857	 6.500000	 0.000000
0.243620	 0.013566	 8.516776	 5.900000	 0.000000
0.599960	 0.259941	 8.606315	 5.700000	 0.000000
0.369238	 0.570103	 8.720256	 5.700000	 0.000000
0.891904	 0.690599	 8.824140	 5.200000	 0.000000
0.596566	 0.719491	 8.933132	 5.500000	 0.000000
0.091402	 0.273436	 9.031192	 5.500000	 0.000000
0.344521	 0.812779	 9.120696	 5.700000	 0.000000
0.255423	 0.264470	 9.203081	 5.800000	 0.000000
0.364036	 0.541840	 9.331610	 5.900000	 0.000000
0.456703	 0.535822	 9.412153	 6.400000	 0.000000
0.262883	 0.009088	 9.527992	 6.700000	 0.000000
0.771970	 0.666535	 9.600176	 7.000000	 0.000000
0.084422	 0.267304	 9.700954	 6.900000	 0.000000
0.488690	 0.474053	 9.809864	 6.500000	 0.000000
0.923572	 0.536479	 9.912863	 6.700000	 0.000000
0.011005	 0.524395	 10.018288	 6.100000	 0.000000
0.838988	 0.261704	 10.103765	 6.100000	 0.000000
0.761536	 0.337158	 10.216895	 5.900000	 0.000000
0.059612	 0.413162	 10.300603	 5.800000	 0.000000
0.523756	 0.818126	 10.427489	 5.900000	 0.000000
0.099652	 0.062317	 10.500481	 5.700000	 0.000000
0.486613	 0.719432	 10.608637	 6.200000	 0.000000
0.469417	 0.847187	 10.703007	 6.200000	 0.000000
0.016647	 0.409697	 10.810866	 6.000000	 0.000000
0.682127	 0.099062	 10.906121	 6.500000	 0.000000
0.073971	 0.404962	 11.000375	 6.500000	 0.000000
0.885513	 0.717765	 11.101910	 6.700000	 0.000000
0.756338	 0.917334	 11.209067	 6.500000	 0.000000
0.522425	 0.581543	 11.307600	 6.000000	 0.000000
0.303657	 0.182254	 11.405445	 6.400000	 0.000000
0.498582	 0.340968	 11.507157	 6.800000	 0.000000
0.841581	 0.768935	 11.615394	 7.100000	 0.000000
0.643227	 0.327484	 11.700507	 6.900000	 0.000000
0.273595	 0.866101	 11.800969	 7.200000	 0.000000
0.777575	 0.143782	 11.905028	 6.700000	 0.000000
0.496489	 0.974284	 12.004883	 6.700000	 0.000000
0.584879	 0.543962	 12.123196	 5.900000	 0.000000
0.167773	 0.689862	 12.236238	 6.300000	 0.000000
0.857675	 0.832198	 12.305437	 6.200000	 0.000000
0.912369	 0.347927	 12.412569	 5.400000	 0.000000
0.868775	 0.827266	 12.503941	 5.800000	 0.000000
0.974289	 0.794231	 12.631547	 5.500000	 0.000000
0.467129	 0.948683	 12.707159	 5.600000	 0.000000
0.404841	 0.927480	 12.803742	 5.700000	 0.000000
0.735013	 0.926945	 12.914460	 5.400000	 0.000000
0.916123	 0.417339	 13.002575	 5.400000	 0.000000
0.234565	 0.591190	 13.104059	 5.200000	 0.000000
0.404716	 0.202379	 13.233886	 4.800000	 0.000000
0.324355	 0.834574	 13.309590	 4.700000	 0.000000
0.170787	 0.273721	 13.423716	 4.400000	 0.000000
0.699522	 0.584573	 13.542541	 4.400000	 0.000000
0.532846	 0.918313	 13.603120	 4.200000	 0.000000
0.850550	 0.918528	 13.702278	 3.900000	 0.000000
0.135835	 0.772830	 13.818047	 3.400000	 0.000000
0.688635	 0.002202	 13.910964	 3.400000	 0.100000
0.442362	 0.355315	 14.007790	 3.300000	 0.100000
0.415032	 0.307570	 14.113685	 3.800000	 0.100000
0.517312	 0.580282	 14.208168	 3.700000	 0.100000
0.131752	 0.920427	 14.306397	 3.800000	 0.100000
0.890147	 0.771570	 14.429311	 3.600000	 0.100000
0.136622	 0.743873	 14.521031	 3.500000	 0.100000
0.976303	 0.472764	 14.605249	 3.400000	 0.100000
0.450102	 0.537979	 14.701242	 3.500000	 0.100000
0.418185	 0.347322	 14.830282	 3.800000	 0.000000
0.895749	 0.423499	 14.903721	 3.700000	 0.000000
